6.208984375, 5, JPEG/
7.1298828125, 5, JPEG/
7.94140625, 5, JPEG/
4.982421875, 5, WEBP/
7.02734375, 5, JPEG/
5.9990234375, 5, JPEG/
9.1826171875, 5, JPEG/
6.501953125, 5, WEBP/
6.2138671875, 5, JPEG/
6.115234375, 5, JPEG/
5.5908203125, 5, JPEG/
4.8154296875, 5, JPEG 2000/
4.783203125, 5, AVIF/
5.9326171875, 5, JPEG/
9.0234375, 5, WEBP/
5.564453125, 5, JPEG/
5.150390625, 5, JPEG/
7.3369140625, 5, JPEG/
8.083984375, 5, JPEG/
4.9423828125, 5, HEIC/
5.0478515625, 5, JPEG/
5.47265625, 5, JPEG/
7.1328125, 5, WEBP/
4.8310546875, 5, BPG/
6.224609375, 5, JPEG/
6.755859375, 5, JPEG/
5.1357421875, 5, JPEG/
5.2685546875, 5, JPEG/
5.14453125, 5, JPEG/
5.138671875, 5, JPEG/
4.7392578125, 5, AVIF/
5.318359375, 5, WEBP/
5.4482421875, 5, JPEG/
7.3212890625, 5, JPEG/
5.1376953125, 5, JPEG/
6.5478515625, 5, JPEG/
5.1875, 5, JPEG/
4.9775390625, 5, JPEG/
8.6181640625, 5, JPEG/
11.38671875, 5, WEBP/
4.921875, 5, JPEG 2000/
5.2841796875, 5, JPEG/
6.185546875, 5, JPEG/
5.11328125, 5, JPEG/
5.607421875, 5, JPEG/
3.296875, 5, WEBP/
5.5185546875, 5, JPEG/
4.5654296875, 5, HEIC/
8.7109375, 5, JPEG/
4.2919921875, 5, AVIF/
5.9560546875, 5, JPEG XL/
5.9892578125, 5, JPEG/
4.8349609375, 5, BPG/
5.1865234375, 5, JPEG/
5.943359375, 5, WEBP/
5.2587890625, 5, JPEG/
5.7060546875, 5, JPEG/
6.431640625, 5, JPEG/
5.177734375, 5, JPEG/
3.59375, 5, WEBP/
5.5888671875, 5, JPEG/
9.1025390625, 5, JPEG/
6.923828125, 5, JPEG/
6.8916015625, 5, JPEG/
4.37890625, 5, WEBP/
5.7607421875, 5, JPEG/
7.02734375, 5, JPEG/
4.6318359375, 5, AVIF/
4.904296875, 5, JPEG 2000/
6.0908203125, 5, JPEG/
5.658203125, 5, JPEG/
4.1083984375, 5, HEIC/
3.341796875, 5, WEBP/
5.365234375, 5, JPEG/
5.8173828125, 5, JPEG/
5.169921875, 5, JPEG/
6.0244140625, 5, JPEG/
10.076171875, 5, JPEG/
4.919921875, 5, WEBP/
5.490234375, 5, JPEG/
5.5244140625, 5, JPEG/
7.068359375, 5, JPEG/
5.3193359375, 5, JPEG/
6.41796875, 5, WEBP/
6.0810546875, 5, JPEG/
4.810546875, 5, AVIF/
5.8818359375, 5, JPEG/
4.294921875, 5, BPG/
4.892578125, 5, JPEG XR_{0}/
6.8330078125, 5, JPEG/
5.125, 5, JPEG/
4.416015625, 5, WEBP/
5.4951171875, 5, JPEG/
6.2890625, 5, JPEG/
6.1435546875, 5, JPEG/
5.65234375, 5, JPEG/
7.640625, 5, JPEG XL/
4.6796875, 5, WEBP/
4.982421875, 5, JPEG 2000/
6.21484375, 5, JPEG/
6.6513671875, 5, JPEG/
5.6220703125, 5, JPEG/
5.7646484375, 5, JPEG/
4.7177734375, 5, HEIC/
9.2412109375, 5, JPEG/
3.669921875, 5, WEBP/
4.947265625, 5, JPEG/
6.283203125, 5, JPEG/
5.55859375, 5, JPEG/
4.646484375, 5, AVIF/
5.484375, 5, JPEG/
6.5, 5, WEBP/
5.60546875, 5, JPEG/
7.7841796875, 5, JPEG/
8.48046875, 5, JPEG/
5.5537109375, 5, JPEG/
6.615234375, 5, WEBP/
8.0107421875, 5, JPEG/
6.2578125, 5, JPEG/
4.8154296875, 5, JPEG 2000/
6.375, 5, JPEG/
5.08984375, 5, JPEG/
4.490234375, 5, BPG/
4.919921875, 5, WEBP/
5.46875, 5, JPEG/
4.87890625, 5, AVIF/
6.7109375, 5, JPEG/
7.5, 5, JPEG/
5.4638671875, 5, JPEG/
4.7509765625, 5, HEIC/
4.931640625, 5, WEBP/
5.6337890625, 5, JPEG/
7.2099609375, 5, JPEG/
5.0, 5, JPEG/
5.3583984375, 5, JPEG/
4.91796875, 5, WEBP/
5.0634765625, 5, JPEG/
5.05859375, 5, JPEG/
6.78515625, 5, JPEG/
6.2861328125, 5, JPEG/
4.96875, 5, WEBP/
10.5927734375, 5, JPEG XL/
5.3359375, 5, JPEG/
4.69921875, 5, AVIF/
